author	ntokens	year_of_birth
Evilhoney	11662	1984
marabou	11657	1984
Amelica	11613	1984
bobou	11603	1984
moniquee83	11600	1984
Tilda å Jimmy	11588	1984
smulan777	11572	1984
Znickers	11519	1984
Snäckis	11439	1984
lantidyllen	11226	1984
Taao83	11195	1984
Agge83	11113	1984
Ab imo pectore	11059	1984
jassi83	10932	1984
jush	10886	1984
VildaVackraVilja	10861	1984
frida S83	10820	1984
Att vänta	10782	1984
snäckis	10707	1984
Butterfly83	10475	1984
CuteCherryAnn	10322	1984
Nilla83	10285	1984
ellllen83	10216	1984
Bliss	10192	1984
Frugravid	10154	1984
pinky	10139	1984
Väduren83	10065	1984
Chief Wiggum	10046	1984
LaFontaine	746205	1985
Pumpkin	632908	1985
riboflavin	586660	1985
Tilcha	459040	1985
Konvaljen	414018	1985
Mamba	388577	1985
lottizm	375898	1985
CamillaJ	369380	1985
AmandaBrun	353863	1985
Apopan	352821	1985
Vickyb	347561	1985
Kerstin	345863	1985
Amanda84	308791	1985
Lenen	283291	1985
Legewiel	277422	1985
sandra1984	271242	1985
Hoppfull84	266365	1985
Vårblomma	259799	1985
BabyJia	255947	1985
Rocktroll	249290	1985
lisadragon	244747	1985
cid	240074	1985
Knasiga morsan	214427	1985
Stumpan84	199166	1985
UmmAminah	198872	1985
carrobarro84	192052	1985
tessum	188855	1985
Malllis	180839	1985
Bajjelen	172324	1985
Hemlighet	164184	1985
Jkpg Deluxe	163845	1985
mirrebusan	162449	1985
Imagine this	153017	1985
emmisss	146290	1985
Majskorn	143515	1985
Anniqa84	142313	1985
MIC	140220	1985
mammatill5	139333	1985
ballerinamuffins	131611	1985
Linusen	129660	1985
yennie84	129105	1985
zetika	126530	1985
Vildblomman	125506	1985
palmrosi	121560	1985
beijer	119318	1985
Sofiafia	118073	1985
MissMy	117914	1985
Liberté	117605	1985
Mamma till 1	116909	1985
CMM	116373	1985
Lynn84	116289	1985
Sara E	115256	1985
Jezza	114582	1985
Tottelina	112673	1985
NochA	110781	1985
Andréa84	110513	1985
BlueBlue	107477	1985
Empo	106798	1985
MartinaE	105370	1985
HeyMama	102342	1985
Johjo	101353	1985
Supermamsen	99972	1985
VirrAnna	99806	1985
Charmeuse	98438	1985
ninina	98255	1985
lupin84	93828	1985
mumma84	93199	1985
sandy sandy	92652	1985
Erizajo	92033	1985
zazzy	88187	1985
Tirnanog	87471	1985
LovisaC	86737	1985
Snäckan84	86625	1985
Julius	86286	1985
Elin8401	86163	1985
irrepirre	86089	1985
Kaja	85497	1985
Linaslus	84178	1985
Gyllan	83451	1985
ZillyChili	81331	1985
Tess1984	76261	1985
Lill Mamsen	74350	1985
fatooooosh	72251	1985
Mamma Emma	71774	1985
Johanninen	70927	1985
muffin	69654	1985
strawberrypie	69149	1985
LejonSa	67882	1985
Toffsan	67546	1985
Sandra N	66665	1985
Trolli	66618	1985
Chokladpinglan	66051	1985
Melon	65997	1985
lilllarsson	65645	1985
MsM84	65557	1985
Höstbebis2010	64420	1985
Ms Trooper	64082	1985
Benzaiten	63919	1985
72dagar	63705	1985
qbtq	63632	1985
längtan8402	61065	1985
linelullan	60113	1985
JMA84	59792	1985
HelenaH	58739	1985
hggeli	58488	1985
Elisie	56788	1985
MrSmith	56560	1985
Hannizz	56398	1985
Natli	56077	1985
Smukke	56065	1985
Summerchild	54795	1985
LiaDiza	53916	1985
HASP	53752	1985
cookie8409	53269	1985
MrsC	52915	1985
FiaFunderar	51933	1985
Helen 1984	51825	1985
Zessan84	51580	1985
Thessiss	51554	1985
Nonnie	51026	1985
Nojan	49937	1985
Xadime	49511	1985
Gullebulle25	49098	1985
Solkatten	48950	1985
ShuppShupp	48509	1985
smulanjag	48278	1985
Decibel84	47929	1985
GalnaMamman	47213	1985
Sussies	46964	1985
bettyboopan	46236	1985
Orka	45646	1985
Finmamma	45634	1985
Persemona	44921	1985
Rebecca1	44816	1985
Lofot	44727	1985
PS84	44720	1985
Aurora84	43317	1985
Bettyboopan1984	43188	1985
Theia	42326	1985
Camilla040609	41397	1985
EvigLängtan	41116	1985
Carrossk	40649	1985
e som i elin	40561	1985
Erya	40335	1985
Snöbarn	40009	1985
Tuttiluttan	39710	1985
Leesa	39495	1985
AnDan	38576	1985
zephyr	38565	1985
Ängsblomma	38523	1985
LokesMamma84	37774	1985
nonno	37332	1985
Sjöhästen	36920	1985
LauraPalmer	36810	1985
Väntar första barnet	36566	1985
wannabemom	36449	1985
lavendeln	36413	1985
snosan	35623	1985
bullen1984	35609	1985
Herrn i unform	35364	1985
mamma till L	35354	1985
Josephina	35245	1985
VäntanochLängtan	35206	1985
Leiah	34931	1985
J83	34926	1985
Pebblas	34795	1985
shosho83	34563	1985
lotfix	33686	1985
Elidasofie	33602	1985
LoverBambi	33555	1985
CtJ08	33539	1985
Malinsson84	33236	1985
Mia22	32752	1985
NovaLi	32715	1985
fiori84	32642	1985
nerja99	32447	1985
Blommig	32021	1985
Sofia L	31750	1985
sofieann	31553	1985
TessTessan	31354	1985
Adut 27	31233	1985
MinÖgonsten	31221	1985
FruSabbi	31219	1985
Lindyn	31149	1985
Kärlek84	31081	1985
freija	30476	1985
Rosa84	30449	1985
Hanna E	30238	1985
Anni Me	30030	1985
A84	29885	1985
SofiFrid	29799	1985
elio	29591	1985
AnitaAndersson	29517	1985
tuggummigirl	29478	1985
villintevaramed	29408	1985
elvin110813	29382	1985
Christin3	29375	1985
MajaMi	29301	1985
Annemone	29087	1985
R84	28954	1985
Cizi	28761	1985
lady84	28682	1985
miamarina84	28652	1985
cesse26	28529	1985
Maria1984	28490	1985
Tesso84	28428	1985
Sophias	28305	1985
Mars12	28104	1985
substitutet	28055	1985
Charin84	27999	1985
minime	27965	1985
Mullvaden	27911	1985
kariin	27875	1985
LindafrånFinland	27738	1985
Amatory	27584	1985
Jollan06	27451	1985
MammaMia84	27412	1985
mysifer	27145	1985
Lillkossan	27028	1985
FruBorg	26911	1985
Hej hopp i blåbärsskogen	26486	1985
Eviglängtan	26437	1985
fiddelin	26248	1985
dezzon	26103	1985
Stabilo	26094	1985
Ärtansmamma	25818	1985
A n n e L i e	25721	1985
niskalainen	25611	1985
EmmaT	25454	1985
LovaViola	25365	1985
k ek84	25216	1985
Frkmaria	24817	1985
Neith	24786	1985
annica83	24728	1985
Mia84	24655	1985
smultronrosa	24273	1985
mysmamma84	24180	1985
KamJo	24065	1985
Mila11	23921	1985
Hysterika	23801	1985
flambards	23277	1985
Mickan84	23260	1985
Mary84	23239	1985
bonäslina	23036	1985
monika84	22898	1985
Fredis	22836	1985
anna hepp	22832	1985
Tatiin	22818	1985
Sööderbönan	22647	1985
annox	22495	1985
Sunnan	22433	1985
JayJay	22400	1985
Ensamamma	22192	1985
chupa chups	22182	1985
Fru84	22130	1985
Pilla84	22040	1985
Rut	21776	1985
mia84	21513	1985
Disa35	21211	1985
Frågis	21130	1985
LinSam	20969	1985
eid	20863	1985
Smultronet84	20751	1985
Bebisnummertvå	20727	1985
rpl	20564	1985
AnnaS84	20447	1985
Hoppfullhet	20206	1985
Hallonsmoothie	20091	1985
Freyja	19879	1985
Mia Magdalena	19735	1985
Mifuna	19473	1985
Trollungen08	19467	1985
maha	19376	1985
Nilla6	19345	1985
Pjåsk	19298	1985
Gelicapelica	19132	1985
MrsGalotti	19002	1985
Eken	18988	1985
nattiizz	18923	1985
frugrahn	18912	1985
mypys	18809	1985
MalinK85	18741	1985
Inferna	18562	1985
AnnaKatarina	18446	1985
Sacre	18393	1985
aijo	18370	1985
Skywalker	18357	1985
BrunoBus	18315	1985
Gnozza	18315	1985
kimzeiy	17906	1985
thenalle	17882	1985
fiasofia	17643	1985
smurfen84	17562	1985
Rosen123	17314	1985
mjau84	17308	1985
Strumpansmamma	17265	1985
ThillaMilla	17167	1985
Second adventure	17157	1985
Zophie	16992	1985
konvaljen	16979	1985
Linslusa	16630	1985
lillensmamma	16518	1985
joyzi	16509	1985
Sandra  84	16411	1985
Riley	16334	1985
Vafan dåh	16229	1985
anna74	16183	1985
Nennen sthlm	16109	1985
maya21	16007	1985
Sara Viktoria	15981	1985
Eistla	15931	1985
Bonbon	15818	1985
Bettan84	15779	1985
lillahumla84	15769	1985
Chrille 84	15708	1985
sarus84	15608	1985
svea84	15557	1985
Elle84	15260	1985
Maria 8403	15245	1985
Logopeden	15099	1985
Lisen84	14971	1985
malin84johansson	14969	1985
Titanica	14865	1985
antagligen	14798	1985
veme	14726	1985
MrsNilsson	14688	1985
zorina	14672	1985
haas	14632	1985
E som i Elin	14579	1985
Skogsråttan	14520	1985
Tassen	14508	1985
sladdisen	14501	1985
Queenxiter	14450	1985
Hope03	14413	1985
Majjis	14411	1985
Yin	14340	1985
evalee	14248	1985
joos	14182	1985
Emms1984	14175	1985
Söndag	14171	1985
Dolphin Blue	14136	1985
MiaMia	14117	1985
Hojan84	14090	1985
Muffinsmamman	14055	1985
indicaana	14034	1985
MeeWe	13879	1985
Kvinna84a	13840	1985
Nenniz	13679	1985
faijah	13619	1985
H@llon	13610	1985
angelgirl84	13582	1985
LillaL	13374	1985
shinybluestar	13355	1985
SaraLund	13266	1985
Juvina	13255	1985
bulankulan	13113	1985
margar	13110	1985
zannahh	13046	1985
Mynneja	12967	1985
milla1984	12863	1985
jjeessiicahh	12839	1985
Spacekotten	12790	1985
lilliz84	12774	1985
Jennie84	12730	1985
Kraxflax	12670	1985
Jenny Nilsson	12652	1985
Frejan	12647	1985
Maya85	12629	1985
Pyttis28	12562	1985
HonanHöna	12538	1985
Tiiipsy	12533	1985
84Johanna	12528	1985
NessaS	12506	1985
Jinx	12324	1985
MinaMirakel	12266	1985
crispnuggets	12162	1985
Dalkullan	12118	1985
JenRose	11968	1985
Nevea	11899	1985
solnamorsa	11885	1985
Ico	11835	1985
Kandelaber	11755	1985
Helen84	11740	1985
Jazie	11643	1985
gaby84	11624	1985
Carolina84	11503	1985
Tokmamman	11468	1985
mammastegeby	11336	1985
CharlieGto	11325	1985
Royal	11316	1985
Trolla02	11279	1985
Selmalinen	11159	1985
Linnie	11138	1985
guldnos	11104	1985
Miras mamma	11066	1985
Nicaloll	11028	1985
Thessie	10991	1985
Fililuran	10961	1985
MrsMom	10958	1985
Frigående Fru	10836	1985
emeliesabine	10694	1985
Joline84	10688	1985
hallonlakrits1	10677	1985
Millime	10544	1985
SweetBabe26	10522	1985
LollloZ	10471	1985
Jessica84	10450	1985
MirakelSmå	10406	1985
caveat emptor	10397	1985
Nervernautanpå	10269	1985
LillyL	10235	1985
summerflower84	10155	1985
Zorro2012	10139	1985
UgurBöcegi	10124	1985
hannapanna84	10096	1985
SummerAnkiz	10080	1985
Virkad	10037	1985
Pinglann	10005	1985
Lavish	1710713	1986
Mammatillfem	766978	1986
Ett två tre	508206	1986
Bohman	422632	1986
Jungblom	350091	1986
Sweet life	329385	1986
Jojile	314699	1986
Sara K	281399	1986
popcornplaya	264432	1986
Jojo 85	262145	1986
Ablan	258624	1986
cii	233321	1986
mariiee	229058	1986
Smurfan JM	215580	1986
Eddiesmamma	204196	1986
Trillian80	198357	1986
TigerLinn	196651	1986
Wilmisen	189350	1986
Marleen	187963	1986
hally	183722	1986
Lyckobebisen	179457	1986
Camilla85	179411	1986
Mysanochmimer	174619	1986
hemljuvahem	167588	1986
God cares	157238	1986
Melle85	155625	1986
Madde30	154487	1986
Jenny1985	152277	1986
Lia85	151619	1986
Obsessed Feelings	151311	1986
Rosdraken	141083	1986
Wednesday85	136432	1986
jerseyko	131095	1986
felicityporter	128559	1986
lillAa	127389	1986
Mammassaga	127361	1986
Harling1985	125492	1986
Helena85	125223	1986
LillfisenE	119041	1986
Dalton	117649	1986
charlie och novas mamma	117397	1986
vivi85	115575	1986
JBC	114118	1986
IdaN	113281	1986
Pissenisse	109954	1986
My sunshine	107049	1986
Lindizz	106548	1986
irruz	103603	1986
PetraK	103453	1986
Kristin85	103364	1986
Scorpio	101779	1986
pamilya	101572	1986
mammacarro	101072	1986
SandraK	97935	1986
Cynric	97119	1986
Baby Firefly	94515	1986
oxle bo	94316	1986
Frelin	90965	1986
Eleni	89085	1986
camillas1985	86706	1986
Vanna	85382	1986
lillkrabaten	84841	1986
Elessario	84425	1986
ohbaby	82148	1986
neleh	80608	1986
Sussna	80246	1986
FrökenE1985	80025	1986
1985	79244	1986
mmn1	78844	1986
Cinnamon	78719	1986
Snowsee	75594	1986
soffien	74586	1986
mammailund85	73566	1986
Alexandra85	71516	1986
Zephir	70887	1986
MrsKnapa	70701	1986
737 dagar	70145	1986
katinka1	69747	1986
crazy cat lady	68504	1986
Prinsessan Viktoria	67531	1986
sara e s	67123	1986
Trulsa1985	66522	1986
ooemilyoo	66520	1986
Misscaswell	65983	1986
FLovesA	65836	1986
pandoraDiem	64952	1986
honeydew	64788	1986
Lily of the Valley	64465	1986
Kaos85	63738	1986
LisaVäntar	63724	1986
Ciccie86	63468	1986
lilyanna	63374	1986
Regnbågsbarn	62819	1986
Gossow	61893	1986
YinYang	61236	1986
jesand	61102	1986
Nlie	60934	1986
LillaEko	60485	1986
Millsan	60359	1986
Bellizzzzz	60186	1986
elinl	60154	1986
Kat the bat	60018	1986
Izzies matte	59317	1986
pyjamastrollet	58795	1986
Freksta	58650	1986
Helsingborg	58478	1986
suomigirl	58471	1986
Isabelles85	58458	1986
Lucefera	58184	1986
Sofia8504	57479	1986
lillterror	57241	1986
jolo	57078	1986
Limarie	56720	1986
SkogsstjärnN	56553	1986
Belladonna	56310	1986
Superfurry	55646	1986
sariat	55460	1986
Mizca	55114	1986
zerano	55024	1986
principessan	54936	1986
likeabaws	53757	1986
Paulas mamma	53471	1986
gravid	53068	1986
Nenne	52682	1986
Vanja	52288	1986
Cillizan	51711	1986
sparveln	51083	1986
BertaFilippa Krattkquist	50716	1986
Augustimamman	50340	1986
LsomiLinda	47586	1986
Tesselessan	47112	1986
Emelie578	46999	1986
halmstadcarro	46902	1986
Sötnostim	46388	1986
Mango Morsan	45354	1986
Friiidaa	44299	1986
mamma30	44290	1986
MiaMorot	43980	1986
PaulaVanilla	43707	1986
Snos	43281	1986
Leonor	43256	1986
Skutta	43166	1986
MiniV	42867	1986
Ninniisen	42235	1986
LindaB85	41310	1986
Tonci	40761	1986
Hera	40587	1986
Love Forever	40555	1986
Majken03	40522	1986
Heene	40363	1986
liebespuppe	40259	1986
meanwhile	39427	1986
livisen	38870	1986
Pepparmint	38686	1986
ThereseJohansson	38183	1986
Samba	38032	1986
LadyMa	38016	1986
zanwer	37687	1986
Madelene0	37411	1986
Josefine 85	37167	1986
Sally Bally	36955	1986
Johanna 85	36884	1986
maccadam	36848	1986
emhu	36197	1986
Fru Hussain	35711	1986
Micci	35568	1986
ammela	35294	1986
jentho	35035	1986
Beckaa	34900	1986
Näckros	33957	1986
junk	33763	1986
Zesssan	33639	1986
Svansjön	33457	1986
Danneli	33195	1986
Stina85	33172	1986
Lajs85	32919	1986
Cado	31690	1986
lilla gumman 85	31670	1986
safiia	31271	1986
nofear	31224	1986
Trollensmamma	30331	1986
carne	30270	1986
CrazyCarro	29846	1986
Moka	29788	1986
AnnaBe	29774	1986
Isabelsmamma	29694	1986
vernia	29213	1986
Curious	28840	1986
Gladiator	28247	1986
MinoosMami	28170	1986
Dajo	28138	1986
Elin P	28125	1986
Graphique	28099	1986
Isch	28079	1986
SanSis	27802	1986
Igloo	27785	1986
Honeydew	27453	1986
LoveRain	27355	1986
smulis85	27198	1986
EMR	27181	1986
snowball	26984	1986
jankie	26969	1986
majbebbe	26515	1986
mika85	26515	1986
mw24	26463	1986
Nekogirl	26437	1986
Makaron	26292	1986
Janina	25991	1986
Mimmi85	25716	1986
Kellie13	25572	1986
mittallt	24918	1986
JoelBus	24776	1986
Lillaskrutt	24664	1986
Waiting 4U	24653	1986
Fia 85	24416	1986
Jellan	24250	1986
Daphne85	24109	1986
Flicka86	24098	1986
SmurfMamman	23974	1986
Snowbrigade	23941	1986
Queenie	23609	1986
gravid85	23548	1986
sunni	23455	1986
Frida Li	23127	1986
Kexsmula	23113	1986
E85	22973	1986
vanna	22815	1986
JS85	22810	1986
LuckyLips	22719	1986
Niveaa	22604	1986
fellan	22255	1986
FrökenPeura	22166	1986
Linjen	21973	1986
omgitspositive	21970	1986
luutra	21808	1986
AminasmammaElin	21736	1986
Babyface	21635	1986
erika85	21455	1986
mejo	21358	1986
Dawngirl	21276	1986
kirsty	20924	1986
stephanie	20542	1986
AndreaSvan	20316	1986
GodBiten	20279	1986
Annos85	20139	1986
Victory1	20042	1986
Yanya	19911	1986
tindra1	19869	1986
LaSexorcisto	19798	1986
Lambi09	19605	1986
AsterA	19483	1986
Keyrie	19397	1986
Gabriella85	19372	1986
Norrlandstjejen	19320	1986
Mamma MB	19068	1986
Mammarie	19063	1986
Sanna Ni	18868	1986
MakeitHappen	18868	1986
KajsaLouise	18857	1986
Caroliine85	18756	1986
Hultan	18733	1986
VIVO	18635	1986
kimsivimsi	18571	1986
lillatrollet85	18524	1986
mammanov	18033	1986
Maddsan	17877	1986
juana	17734	1986
LillaTjockaBertil	17654	1986
marielindquist	17640	1986
sweetie85	17634	1986
sessan885	17603	1986
Lappgeten	17322	1986
Fraajdaa	17289	1986
Matl	17279	1986
Cina01	17188	1986
charlotta1985	17110	1986
Akinto	17074	1986
Maräng	17062	1986
Sandrolin	16987	1986
Tesla	16942	1986
Lokje	16766	1986
MeJustMe	16669	1986
NEllY 85	16637	1986
Marrelita85	16596	1986
Floris	16335	1986
flummkeso	16144	1986
fancyface3	16082	1986
Pannkakan16	16079	1986
apelsinens mamma	16000	1986
sleepy	15998	1986
mamma2007	15894	1986
emelie85	15883	1986
S U S E N	15865	1986
Celaena	15798	1986
Louise85	15770	1986
Elcca	15726	1986
Han o jag o barn	15720	1986
MagMat	15624	1986
Elin85	15443	1986
xtina85	15376	1986
felize	15323	1986
Sofia85	15306	1986
Skrot o Korn	15213	1986
Nika10	15109	1986
Ashurst Klara	14804	1986
P i a	14783	1986
Emso	14768	1986
Nils-Eric	14566	1986
Babyfacepsycho	14562	1986
Egon26	14548	1986
tuntemattomana	14453	1986
Pillan85	14351	1986
DianaT	14336	1986
Rut the cat	14106	1986
MrsFreud	14068	1986
Meowbaby	14049	1986
Zs1985	13999	1986
Mulllis	13955	1986
Fridie	13884	1986
MumOfThree	13878	1986
Lady K	13828	1986
Insomble	13796	1986
Santine	13748	1986
Essa	13678	1986
Ninnii	13616	1986
mackis	13608	1986
LBA	13601	1986
Tr86	13538	1986
GirlieGirl	13536	1986
sebbe420	13486	1986
nyponblomman	13440	1986
Breathe Me	13399	1986
hokus pokus	13271	1986
TrampeTaskIndianenN1	13260	1986
Lindur	13250	1986
camper	13240	1986
gilia	13032	1986
Ballerinas	13022	1986
Nera85	12984	1986
ERIKA8585	12884	1986
sofilosson	12753	1986
Staffelove	12542	1986
nikka	12520	1986
Trix85	12502	1986
Isalar	12482	1986
Twoblirthree	12449	1986
drummelfjollan	12422	1986
Längtande jag	12378	1986
hean123	12346	1986
Souvenir	12338	1986
smartdum	12169	1986
Anna Antonio	12140	1986
snowberry	12100	1986
Nadadija	12057	1986
6kimpa6	11982	1986
Nile	11981	1986
Amanda85	11745	1986
Virus85	11738	1986
mammaprutt	11707	1986
vi blir 3	11703	1986
Yoda123	11691	1986
millalle	11646	1986
Mia1985	11550	1986
oktoberbebis09	11466	1986
Helenaa	11466	1986
kolbodatjej	11464	1986
sara72	11435	1986
Cupcake1985	11423	1986
grodan15	11374	1986
Sarabella	11346	1986
Emotional	11327	1986
ensam själ	11287	1986
APEW	11263	1986
Vicky85	11255	1986
mliabel	11248	1986
icekizz	11247	1986
JessK	11232	1986
vilängtar	11227	1986
Elvali	11210	1986
UnderbaraPojke	11209	1986
StinaStina	11080	1986
Brunte	11059	1986
carran no1	11048	1986
lipa3646	10871	1986
Magdaaa	10845	1986
sancho	10770	1986
herewegoagain	10736	1986
Kirsty	10681	1986
MammaSofi	10669	1986
mansixxa	10636	1986
my sunshine	10545	1986
MalinHöög	10544	1986
Lily of the valley	10489	1986
Malva85	10477	1986
miiis	10470	1986
Bobno1	10441	1986
nal	10432	1986
emma85	10386	1986
Minime01	10378	1986
lenka	10374	1986
Monmoi	10280	1986
Kakan85	10278	1986
Koji	10254	1986
Busfröt	10250	1986
kebabtallrik	10141	1986
pronomen	10110	1986
Yasminaoo	10100	1986
Malansu	10079	1986
Kynisen	10078	1986
Empan85	10053	1986
Hella08	10040	1986
pluvdo	793530	1987
copycat	501153	1987
Mopsan	439998	1987
jazzy	358279	1987
tinaaaaaa	343827	1987
Rastafairy	329560	1987
Mornie Alantie	328385	1987
Lajkie	318895	1987
EmsanPemsan	308989	1987
Pusselbiten86	292466	1987
versus	287807	1987
crazy hannah	253664	1987
gmt	242332	1987
ollebulle86	242180	1987
Maybe	231686	1987
Anna J01	230239	1987
Chiliräkan	228866	1987
Rude Billy	226640	1987
ALLIEVERDO	222784	1987
kvinna 86	219774	1987
EmmAhh	218474	1987
emme 86	210318	1987
Ronjah	189223	1987
Mika86	184698	1987
Jessys	178588	1987
Nyfiken86	175980	1987
AAEV	165288	1987
pco	160706	1987
FridaLee	157081	1987
så mycket bättre	149815	1987
Matilda86	148987	1987
MuM2girls	147788	1987
Lina86	141204	1987
BeccaStina	135556	1987
LillaEllan	135276	1987
Hallonmumsan	133067	1987
vimsan06	129760	1987
babyboom86	128766	1987
Hanniz	127837	1987
LinaTed	126605	1987
marla333	125472	1987
ÄlskadeUnge	113569	1987
Lillii	113086	1987
aprilfamilj	112670	1987
ALJO	112544	1987
Lovva	112380	1987
TeZs	111829	1987
ciccir	106184	1987
Llimen	102135	1987
Mickan	100594	1987
EeMe	98377	1987
mama30	93590	1987
johannaalkehag	91267	1987
Sanna86	88993	1987
Mibe	86330	1987
NyfikenRosa	85019	1987
Mimmi86	84488	1987
PernillaWaxin	84480	1987
vivla	83724	1987
blåbär02	83546	1987
Längtan1986	83503	1987
labbalabba	82893	1987
tantS	82101	1987
NomenNescio	81118	1987
Carolina01	79584	1987
Mammat3	78126	1987
LoPax	77455	1987
mammat2	77237	1987
PHofie	76784	1987
soffan86	75721	1987
Bina86	74684	1987
mammaannika	73628	1987
Wile	73087	1987
Eleonor86	70098	1987
Tjiklex	67309	1987
mörlin	67019	1987
Fru Wennerström	66711	1987
Kim J	66366	1987
eyalee	65661	1987
Jordgubbarmeglass	64649	1987
shadows	64518	1987
Joanie	64405	1987
Therace	64250	1987
Micalela	64166	1987
mandrarinen	63641	1987
Sofiej	62436	1987
Talossa	62282	1987
Alfalfafrö	62242	1987
Mariah1986	61584	1987
VeraVera	61500	1987
Strommingen	60209	1987
tattines	60160	1987
GashH	59852	1987
gruvan	58914	1987
Moasmostermia	58516	1987
lindaothomas	57320	1987
Fia86	57276	1987
A flikka	56632	1987
MrsHW	56257	1987
BängtRagnhild	55085	1987
babymoon	54922	1987
gempan	54418	1987
Jezziie	54241	1987
sazzia	54207	1987
dontworrybehappy	53990	1987
Yara	53936	1987
Missy M	53699	1987
2 små prinsessor	53047	1987
Bubbly	52873	1987
erika86	52319	1987
SandraD	51720	1987
BaKu	51080	1987
Håll min hand	50783	1987
Linda1986	50620	1987
view	50592	1987
FrökenH	50575	1987
rosendal	50563	1987
Leola	49634	1987
O Hanna O	49498	1987
Threezool	49293	1987
springislovely86	48838	1987
Richard1986	48709	1987
MagdalenaZ	47875	1987
cariny	47164	1987
Lappen	46721	1987
sara1986	46656	1987
Spegelbilden	46599	1987
Sally86	45575	1987
Annica1	45550	1987
Christina86	45258	1987
Makkinje	45250	1987
Ema86	45099	1987
M1986	44731	1987
gullunge1	44019	1987
bebisjakt	43796	1987
Mijjan	43118	1987
mollaMalina	42928	1987
Tequeida86	42228	1987
RaketMorsan	41058	1987
TAN	40842	1987
paron	40682	1987
Jelan	40530	1987
smurfarna	40312	1987
kohler12	40247	1987
z86a	40153	1987
N4L	39876	1987
dianam	39400	1987
Moonprincess	39212	1987
smelata	39162	1987
Spionen	39042	1987
guldrosen1	38665	1987
Sommarkatten	37979	1987
hannizen	37827	1987
tiiinann	37617	1987
Tino	37227	1987
englasmamma86	36987	1987
Scaniamamma	36965	1987
EvaLinnea	36870	1987
Carina86	36773	1987
MinNatalie	36577	1987
Sosofofie	36487	1987
Lill Bästis	36344	1987
Dramatic Chipmunk	35895	1987
elliz	35884	1987
TessK	35874	1987
biologic	35343	1987
bebis86	35269	1987
Maaalin86	35102	1987
deam	34843	1987
Xzx	34726	1987
AnnCharlotte86	34718	1987
skogstok	34647	1987
Dansken	34098	1987
bily	34070	1987
aaa653	33989	1987
ladybug	33744	1987
GothicEve	33457	1987
Gravid 2008	33359	1987
Jokkan	33321	1987
carpediem86	32067	1987
L86	32049	1987
Förstaförsökaren26	32035	1987
Lenis21	31809	1987
Icis86	31638	1987
Anneliiee	31631	1987
Madde1986	31545	1987
LouiMar	31443	1987
retrospectif	30893	1987
SandraMaria	30848	1987
Mella-Bella	30762	1987
SStina	30513	1987
Kajsa86	30239	1987
Finasteunge	30105	1987
Cecilia86	30050	1987
Wildabe	29967	1987
minimus	29915	1987
LillTina	29783	1987
waldesten16	28846	1987
TypeONegative	28712	1987
dannya	28470	1987
Sweno	28188	1987
Hey.orange	28066	1987
kvinna1986	27302	1987
Ellenvillhabebis	27122	1987
Tess1986	27086	1987
Amicus verus est rara avis	26678	1987
ludan8	26118	1987
FrökenCola	25866	1987
heidi norlen	25817	1987
Emennie	25486	1987
PreciousDivine	25290	1987
EmmaLengstrand	25238	1987
Brooklyn	25041	1987
Bara Sarah	24805	1987
AnneliR	24429	1987
RobSab	24192	1987
bull bakerskan	24098	1987
Emmmsan	24083	1987
Hannah med H	23974	1987
Gosmos	23909	1987
Alvsten	23442	1987
Neija	23386	1987
Amy86	23162	1987
MammaMia87	22809	1987
GrabbarnaOchJag	22616	1987
grahnkotten	22612	1987
lillisen2	22555	1987
La nin	22552	1987
NoWiMom	22514	1987
minipeach86	22391	1987
BumbiLie	22294	1987
MartinaL86	22128	1987
Isabelladez	21997	1987
Maggan 86	21802	1987
MamaJuice	21759	1987
T1one	21659	1987
tigermamma	21583	1987
MajasMat	21486	1987
Victoria86	21394	1987
Lindis87	21334	1987
Draqnight	21306	1987
sofial86	21132	1987
Jasmine86	21110	1987
sasty	20763	1987
Cherryay	20747	1987
imaf	20648	1987
Nizon	20580	1987
BelindaL	20501	1987
SofieJ	20408	1987
SolochMåne	20199	1987
Tinkeltotten	19997	1987
LadyMaria	19898	1987
Caladhiel	19575	1987
farbror barbro	19453	1987
kalleman	19390	1987
nattisss	19316	1987
Lunda	19271	1987
Marängen86	19217	1987
Surrih	19191	1987
LillaRäven	18881	1987
balancedcha0s	18648	1987
päron	18250	1987
Presario	18229	1987
Lantis86	18049	1987
Happi 2	17574	1987
Goingen	17558	1987
ErikaFika	17533	1987
Wilbes	17523	1987
Ido	17454	1987
Thesse86	17383	1987
Don3	17284	1987
AAke	17199	1987
FruFrida	17148	1987
Nissen86	17138	1987
Katitziii	17047	1987
Jeszicka	16983	1987
FruE	16819	1987
Majandra	16785	1987
celluliten	16649	1987
Kissie	16557	1987
colazero	16417	1987
Jenn86	16342	1987
Neria	16342	1987
LisaT	16260	1987
Zazza86	16156	1987
Mrs00K	16105	1987
Maria Theres	15848	1987
turboalex	15783	1987
Lövings	15612	1987
ivfbullen	15477	1987
Jossan1986	15461	1987
solyluna	15381	1987
Norrlänning86	15360	1987
sandratjejen	15355	1987
Hallonsylt	15230	1987
RäkanOjag	15226	1987
Uppa	15176	1987
Yngla	15107	1987
Alex 86	15033	1987
Issa86	14997	1987
klaraanders	14973	1987
lindasvea	14788	1987
AnnaCarolina	14759	1987
Johanna1986	14667	1987
sweet86	14640	1987
